question_text,options,solution_text,question_no,book,grade,subject,path,chapter,exercise
"Conversion of ice into water and water into ice is an example of change which can be reversed. Give four more examples where you can say four more examples where you can say that the changes can be reversed.
",NA,"Four examples of changes which can be reversed are:
1. Blowing of a balloon, which comes back to its original form when the air escapes out.
2. Rolling of the ball from a dough, which is a change only in the shape of the dough
3. Making a paper boat, by folding the paper. This can be reversed by opening up the folded paper.
4. Melting of ice cream in a hot room, which can be reversed by keeping it in the refrigerator.
",Q. 17,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/conversion-of-ice-into-water-and-water-into-ice-is-an-i-1nknaj,Changes Around Us,Long Answer Questions
"Change of a bud into a flower is a change which cannot be reversed. Give four more such example.
",NA,"Four examples of changes which cannot be reversed are:
1. Bursting of a blown balloon. The balloon loses its original shape, which cannot be brought back.
2. Baking of a cake, where the flour used cannot be got back in original powder form, once it is heated.
3. Cutting of a paper to make an aeroplane, boat, etc.
4. Burning of a candle, which includes both physical and chemical changes, which cannot be reversed.
",Q. 18,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/change-of-a-bud-into-a-flower-is-a-change-which-cannot-be-i-1nknak,Changes Around Us,Long Answer Questions
"Paheli mixed flour and water and (i) made a dough, (ii) rolled the dough to make a chapatti, (iii) baked the chapatti on a pan, (iv) dried the chapatti and ground it in a grinder to make powder. Identify the changes (i) to (iv) as the changes that can be reversed or that cannot be reversed.
",NA,"The changes that can be reversed are
(I) Making a dough
(II) Rolling the dough to make a chapatti
In both these steps, there is change only in the physical state or form of the dough, which can be reversed.
The changes that cannot be reversed are:
(iii) baking the chapatti
(iv) drying and grinding the chapatti to make powder
As these steps involve a change in the chemical properties of dough, they cannot be reversed.
",Q. 19,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/paheli-mixed-flour-and-water-and-i-made-a-dough-ii-rolled-i-1nknal,Changes Around Us,Long Answer Questions
"It was Paheli ’s birthday, her brother Simba was helping her to decorate the house for the birthday party and their parents were also busy making other arrangements. Following were the activities going on at Paheli’s home :
(i) Simba blew balloons and put them on the wall.
(ii) Some of the balloons got burst.
(iii) Paheli cut colourful strips of paper and put them on the wall with the help of tape.
(iv) She also made some flowers with origami (paper folding) to decorate the house.
(v) Her father made dough balls.
(vi) Mother rolled the dough balls.
(vii) Mother heated oil in a pan.
(viii) Father fried the puries in hot oil.
Identify the activitie4s at Paheli’s home as those that can be reversed and those which cannot be reversed.
",NA,"The activities which can be reversed are :
(i) Simba blew balloons and put them on the wall.
(iv) She also made some flowers with origami ( paper folding) to decorate the house
(v) Her father made dough balls
(vi) Mother rolled the dough balls
(vii) Mother heated oil in a pan
The activities which cannot be reversed are :
(ii) Some of the balloons got burst
(iii) Paheli cut colourful strips of paper and put them on the wall with the help of tape.
(viii) Father fried prices in the oil pan.
",Q. 20,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/it-was-paheli-s-birthday-her-brother-simba-was-helping-her-i-1nknam,Changes Around Us,Long Answer Questions
"Which of the following combination of features would you observe in grass?
","A. Parallel venation and fibrous root
B. Parallel venation and tap root
C. Reticulate venation and fibrous root
D. Reticulate venation and root
","Grass has parallel venation and fibrous root. In parallel venation, the veins in a leaf run parallel to one another on both the sides of the mid-rib. It has been found that there is a relationship between the type of venation and the type of root of plant. So, the plants having leaves with parallel venation have fibrous roots. The Fibrous roots consist of many thin, fibre-like roots of similar size.
",Q. 1,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/which-of-the-following-combination-of-features-would-you-i-1nknan,7. Getting to Know Plants,Multiple Choice Question
"Which of the following is the correct match between the characteristics of stem and the category of plant?
","A. Weak stem which cannot stand upright : Creeper
B. green tender stem : Shurb
C. thick, hard stem with branching near the base : Tree
D. thick, hard stem with branches high on the plant : Herb
","A creeper is a plant having thin, long and weak stem which cannot stand upright and spreads on the ground, is called a creeper. A creeper plant has no climbing organ like tendrils. A creeper plant grows along the ground or other surface by extending long shoots. The two important creepers are: Money plant and Strawberry plant.
",Q. 2,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/which-of-the-following-is-the-correct-match-between-the-i-1nknao,7. Getting to Know Plants,Multiple Choice Question
"Which of the following is not the primary function of stem?
","A. Conduction of water
B. Photosynthesis
C. Formation of branches
D. Bears flowers and fruits
","Photosynthesis is not the primary function of stem. It is a function of leaves. The main function of the stem is to hold the plant upright, carries water and mineral from the roots to the leave and other parts of the plant, formation of branches, bearing flowers and fruits.
",Q. 3,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/which-of-the-following-is-not-the-primary-function-of-stem-a-i-1nknap,7. Getting to Know Plants,Multiple Choice Question
"Which of the following is not a correct match?
","A. Petiole : attaches leaf to stem
B. Lamina : green flat part of leaf
C. Margin : gives shape to the leaf
D. Veins : transpiration
","The veins consist of bundles of tiny tubes some of which carry water into the leaf, and the other carry away from the leaf. Whereas transpiration is the process of evaporation of water that takes place through tiny pores (stomata) of the leaves.
",Q. 4,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/which-of-the-following-is-not-a-correct-match-a-petiole-i-1nknaq,7. Getting to Know Plants,Multiple Choice Question
"Read the following sentences about photosynthesis:
(i) Sunlight, carbon dioxide, chlorophyll and water are necessary.
(ii) Oxygen is absorbed.
(iii) Leaves carry out photosynthesis.
(iv) Proteins are made during photosynthesis.
Choose the correct pair of sentences that are true to photosynthesis
","A. (iii) and (iv)
B. (i) and (iii)
C. (ii) and (iv)
D. (i) and (iv)
","Statement (i) and (iii) are correct. The leaves make food for the plant by the process of photosynthesis. In photosynthesis, the green leaves of plant combine carbon dioxide and water in presence sunlight and chlorophyll to make food and oxygen gas.
",Q. 5,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/read-the-following-sentences-about-photosynthesis-i-sunlight-i-1nknar,7. Getting to Know Plants,Multiple Choice Question
"Which of the following terms constitute the female part of the flower.
","A. sepals, petal and stamen
B. stigma, style and ovary
C. ovary, stamen and stigma
D. ovary, style and stamen
","The pistil or carpel is the female part of a flower. A pistil is made up of three parts: stigma, style and ovary. The top part of a pistil is called stigma. Stigma is very sticky so that pollens can stick to it. The middle part of a pistil is called style. It is a tube which connects stigma to ovary. The swollen part at the bottom of pistil is called ovary. The ovary contain tiny egg-like structures called ovules.
",Q. 6,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/which-of-the-following-terms-constitute-the-female-part-of-i-1nknas,7. Getting to Know Plants,Multiple Choice Question
"Fill in the blanks :
(a) The small green leaves at the base of flower are known as …………….. .
(b) The swollen basal part of the pistil is the ………………… which bears the ……………. .
(c) Stamen has two parts called ……………… and ………………….. .
(d) The young unopened flower is termed as ………………. .
",NA,"The sepals protect the flower when it is in the form of a bud in the initial stage.
(b) The swollen basal part of the pistil is the ovary which bears the ovules .
The ovary contains tiny egg-like structures called ovules. The ovary may contain one or more several ovules. The ovules contain female sex cell of a plant.
(c) Stamen has two parts called anther and filament .
Stamen is the male part of a flower. It is made up of two parts: a filament and an anther. The stalk of stamen is called filament and the swollen top of stamen is called anther.
(d) The young unopened flower is termed as bud .
Bud is a knob-like structure that grows on a plant which later develops into a leaf, flower, or a shoot.
",Q. 7,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/fill-in-the-blanks-a-the-small-green-leaves-at-the-base-of-i-1nknat,7. Getting to Know Plants,Very Short Answer Question
